,Survived,Pclass,Sex,Family_Survival,Age_Bin,Fare_Bin,Relatives,Title_Bin
446,1.0,2,0,1.0,0,2,1,1
447,1.0,1,1,0.5,2,3,0,2
448,1.0,3,0,1.0,0,2,3,1
449,1.0,1,1,0.5,3,3,0,4
450,0.0,2,1,1.0,2,3,3,2
451,0.0,3,1,0.0,1,2,1,2
452,0.0,1,1,0.5,2,3,0,2
453,1.0,1,1,1.0,3,4,1,2
454,0.0,3,1,0.5,1,1,0,2
455,1.0,3,1,0.5,1,1,0,2
456,0.0,1,1,0.5,4,3,0,2
457,1.0,1,0,0.5,1,4,1,3
458,1.0,2,0,0.5,3,1,0,1
459,0.0,3,1,0.5,1,0,0,2
460,1.0,1,1,0.5,3,3,0,2
461,0.0,3,1,0.5,2,1,0,2
462,0.0,1,1,0.5,3,3,0,2
463,0.0,2,1,0.5,3,2,0,2
464,0.0,3,1,0.5,1,1,0,2
465,0.0,3,1,0.5,2,0,0,2
466,0.0,2,1,0.0,1,0,0,2
467,0.0,1,1,0.5,3,3,0,2
468,0.0,3,1,0.5,1,0,0,2
469,1.0,3,0,1.0,0,2,3,1
470,0.0,3,1,0.5,1,0,0,2
471,0.0,3,1,0.0,2,1,0,2
472,1.0,2,0,1.0,2,3,3,3
473,1.0,2,0,0.5,1,2,0,3
474,0.0,3,0,0.5,1,1,0,1
475,0.0,1,1,0.0,1,4,0,2
476,0.0,2,1,1.0,2,2,1,2
477,0.0,3,1,0.5,1,0,1,2
478,0.0,3,1,0.5,1,0,0,2
479,1.0,3,0,0.5,0,2,1,1
480,0.0,3,1,0.0,0,4,7,0
481,0.0,2,1,0.5,1,0,0,2
482,0.0,3,1,0.5,3,1,0,2
483,1.0,3,0,0.5,4,1,0,3
484,1.0,1,1,1.0,1,4,1,2
485,0.0,3,0,0.0,1,3,4,1
486,1.0,1,0,1.0,2,4,1,3
487,0.0,1,1,0.5,3,3,0,2
488,0.0,3,1,0.5,2,1,0,2
489,1.0,3,1,1.0,0,2,2,0
490,0.0,3,1,0.0,1,2,1,2
491,0.0,3,1,0.5,1,0,0,2
492,0.0,1,1,0.5,3,3,0,2
493,0.0,1,1,0.5,4,4,0,2
494,0.0,3,1,0.5,1,1,0,2
495,0.0,3,1,0.0,1,2,0,2
496,1.0,1,0,1.0,3,4,1,1
497,0.0,3,1,0.5,1,2,0,2
498,0.0,1,0,1.0,1,4,3,3
499,0.0,3,1,0.5,1,0,0,2
500,0.0,3,1,0.0,1,1,0,2
501,0.0,3,0,0.5,1,0,0,1
502,0.0,3,0,0.5,1,0,0,1
503,0.0,3,0,0.5,2,1,0,1
504,1.0,1,0,1.0,1,4,0,1
505,0.0,1,1,1.0,1,4,1,2
506,1.0,2,0,1.0,2,3,2,3
507,1.0,1,1,0.5,1,3,0,2
508,0.0,3,1,0.5,1,3,0,2
509,1.0,3,1,1.0,1,4,0,2
510,1.0,3,1,0.5,1,0,0,2
511,0.0,3,1,0.5,1,1,0,2
512,1.0,1,1,0.5,2,3,0,2
513,1.0,1,0,0.5,3,4,1,3
514,0.0,3,1,0.0,1,0,0,2
515,0.0,1,1,0.5,3,3,0,2
516,1.0,2,0,0.5,2,1,0,3
517,0.0,3,1,1.0,1,3,0,2
518,1.0,2,0,0.5,2,3,1,3
519,0.0,3,1,0.5,2,1,0,2
520,1.0,1,0,1.0,2,4,0,1
521,0.0,3,1,0.5,1,1,0,2
522,0.0,3,1,0.5,1,0,0,2
523,1.0,1,0,1.0,2,4,1,3
524,0.0,3,1,0.5,1,0,0,2
525,0.0,3,1,0.5,2,0,0,2
526,1.0,2,0,0.5,3,1,0,1
527,0.0,1,1,0.5,1,4,0,2
528,0.0,3,1,0.5,2,1,0,2
529,0.0,2,1,0.5,1,2,3,2
530,1.0,2,0,1.0,0,3,2,1
531,0.0,3,1,0.5,1,0,0,2
532,0.0,3,1,0.0,1,0,2,2
533,1.0,3,0,1.0,1,3,2,3
534,0.0,3,0,0.0,2,1,0,1
535,1.0,2,0,1.0,0,3,2,1
536,0.0,1,1,0.5,3,3,0,4
537,1.0,1,0,0.0,2,4,0,1
538,0.0,3,1,0.5,1,2,0,2
539,1.0,1,0,0.5,1,4,2,1
540,1.0,1,0,0.0,2,4,2,1
541,0.0,3,0,0.0,0,3,6,1
542,0.0,3,0,0.0,0,3,6,1
543,1.0,2,1,1.0,2,3,1,2
544,0.0,1,1,1.0,3,4,1,2
545,0.0,1,1,0.5,4,3,0,2
546,1.0,2,0,1.0,1,3,1,3
547,1.0,2,1,0.5,1,2,0,2
548,0.0,3,1,1.0,2,2,2,2
549,1.0,2,1,0.0,0,3,2,0
550,1.0,1,1,1.0,1,4,2,2
551,0.0,2,1,0.5,1,3,0,2
552,0.0,3,1,0.5,1,0,0,2
553,1.0,3,1,0.5,1,0,0,2
554,1.0,3,0,0.5,1,0,0,1
555,0.0,1,1,0.5,4,3,0,2
556,1.0,1,0,0.5,3,3,1,4
557,0.0,1,1,1.0,1,4,0,2
558,1.0,1,0,1.0,2,4,2,3
559,1.0,3,0,0.5,2,2,1,3
560,0.0,3,1,0.5,1,0,0,2
561,0.0,3,1,0.5,2,1,0,2
562,0.0,2,1,0.5,1,2,0,2
563,0.0,3,1,0.5,1,1,0,2
564,0.0,3,0,0.5,1,1,0,1
565,0.0,3,1,0.0,1,3,2,2
566,0.0,3,1,0.5,1,1,0,2
567,0.0,3,0,0.0,1,2,4,3
568,0.0,3,1,0.5,1,0,0,2
569,1.0,3,1,0.5,2,0,0,2
570,1.0,2,1,0.0,4,1,0,2
571,1.0,1,0,0.5,3,4,2,3
572,1.0,1,1,0.5,2,3,0,2
573,1.0,3,0,1.0,1,0,0,1
574,0.0,3,1,0.5,1,1,0,2
575,0.0,3,1,0.0,1,2,0,2
576,1.0,2,0,0.5,2,2,0,1
577,1.0,1,0,0.0,2,4,1,3
578,0.0,3,0,0.5,1,2,1,3
579,1.0,3,1,0.5,2,1,0,2
580,1.0,2,0,0.5,1,3,2,1
581,1.0,1,0,1.0,2,4,2,3
582,0.0,2,1,0.0,3,3,0,2
583,0.0,1,1,0.5,2,3,0,2
584,0.0,3,1,0.5,1,1,0,2
585,1.0,1,0,1.0,1,4,2,1
586,0.0,2,1,0.5,3,2,0,2
587,1.0,1,1,0.5,4,4,2,2
588,0.0,3,1,0.5,1,1,0,2
589,0.0,3,1,0.5,1,1,0,2
590,0.0,3,1,0.5,2,0,0,2
591,1.0,1,0,1.0,3,4,1,3
592,0.0,3,1,0.5,3,0,0,2
593,0.0,3,0,0.5,1,0,2,1
594,0.0,2,1,0.5,2,3,1,2
595,0.0,3,1,0.0,2,3,2,2
596,1.0,2,0,1.0,1,3,0,1
597,0.0,3,1,1.0,3,0,0,2
598,0.0,3,1,0.5,1,0,0,2
599,1.0,1,1,1.0,3,4,1,4
600,1.0,2,0,0.0,1,3,3,3
601,0.0,3,1,0.5,1,1,0,2
602,0.0,1,1,0.5,1,4,0,2
603,0.0,3,1,0.5,2,1,0,2
604,1.0,1,1,0.5,2,3,0,2
605,0.0,3,1,0.5,2,2,1,2
606,0.0,3,1,0.5,2,1,0,2
607,1.0,1,1,0.5,1,3,0,2
608,1.0,2,0,1.0,1,3,3,3
609,1.0,1,0,1.0,2,4,0,1
610,0.0,3,0,0.0,2,3,6,3
611,0.0,3,1,0.5,1,0,0,2
612,1.0,3,0,1.0,1,2,1,1
613,0.0,3,1,0.5,1,0,0,2
614,0.0,3,1,0.5,2,1,0,2
615,1.0,2,0,1.0,1,4,3,1
616,0.0,3,1,0.0,2,2,2,2
617,0.0,3,0,0.0,1,2,1,3
618,1.0,2,0,1.0,0,3,3,1
619,0.0,2,1,0.5,1,1,0,2
620,0.0,3,1,1.0,1,2,1,2
621,1.0,1,1,0.5,2,4,1,2
622,1.0,3,1,1.0,1,2,2,2
623,0.0,3,1,0.0,1,0,0,2
624,0.0,3,1,0.0,1,2,0,2
625,0.0,1,1,0.5,4,3,0,2
626,0.0,2,1,0.5,3,2,0,4
627,1.0,1,0,1.0,1,4,0,1
628,0.0,3,1,0.5,1,1,0,2
629,0.0,3,1,0.5,1,0,0,2
630,1.0,1,1,0.5,5,3,0,2
631,0.0,3,1,0.5,3,0,0,2
632,1.0,1,1,0.5,2,3,0,4
633,0.0,1,1,0.5,1,0,0,2
634,0.0,3,0,0.0,0,3,5,1
635,1.0,2,0,0.5,1,2,0,1
636,0.0,3,1,0.5,2,1,0,2
637,0.0,2,1,1.0,2,3,2,2
638,0.0,3,0,0.0,2,3,5,3
639,0.0,3,1,1.0,1,2,1,2
640,0.0,3,1,0.0,1,0,0,2
641,1.0,1,0,1.0,1,4,0,1
642,0.0,3,0,0.0,0,3,5,1
643,1.0,3,1,1.0,1,4,0,2
644,1.0,3,0,1.0,0,2,3,1
645,1.0,1,1,1.0,3,4,1,2
646,0.0,3,1,0.5,1,1,0,2
647,1.0,1,1,0.5,3,3,0,4
648,0.0,3,1,0.5,1,0,0,2
649,1.0,3,0,0.5,1,0,0,1
650,0.0,3,1,0.5,1,1,0,2
651,1.0,2,0,1.0,1,3,1,1
652,0.0,3,1,0.5,1,1,0,2
653,1.0,3,0,0.5,1,0,0,1
654,0.0,3,0,0.5,1,0,0,1
655,0.0,2,1,0.0,1,4,2,2
656,0.0,3,1,0.5,1,1,0,2
657,0.0,3,0,0.0,2,2,2,3
658,0.0,2,1,0.5,1,2,0,2
659,0.0,1,1,1.0,3,4,2,2
660,1.0,1,1,1.0,3,4,2,4
661,0.0,3,1,0.5,2,0,0,2
662,0.0,1,1,0.5,3,3,0,2
663,0.0,3,1,0.0,2,0,0,2
664,1.0,3,1,0.5,1,1,1,2
665,0.0,2,1,0.0,2,4,2,2
666,0.0,2,1,0.5,1,2,0,2
667,0.0,3,1,0.5,1,0,0,2
668,0.0,3,1,0.5,2,1,0,2
669,1.0,1,0,1.0,1,4,1,3
670,1.0,2,0,0.0,2,3,2,3
671,0.0,1,1,0.5,2,4,1,2
672,0.0,2,1,0.5,4,1,0,2
673,1.0,2,1,0.5,2,2,0,2
674,0.0,2,1,0.5,1,0,0,2
675,0.0,3,1,0.5,1,0,0,2
676,0.0,3,1,0.5,1,1,0,2
677,1.0,3,0,0.5,1,1,0,1
678,0.0,3,0,0.0,2,4,7,3
679,1.0,1,1,1.0,2,4,1,2
680,0.0,3,0,0.5,1,1,0,1
681,1.0,1,1,1.0,1,4,0,2
682,0.0,3,1,0.5,1,1,0,2
683,0.0,3,1,0.0,0,4,7,2
684,0.0,2,1,1.0,4,3,2,2
685,0.0,2,1,1.0,1,3,3,2
686,0.0,3,1,0.0,0,3,5,2
687,0.0,3,1,0.5,1,1,0,2
688,0.0,3,1,0.5,1,0,0,2
689,1.0,1,0,1.0,1,4,1,1
690,1.0,1,1,1.0,2,4,1,2
691,1.0,3,0,0.5,0,2,1,1
692,1.0,3,1,1.0,1,4,0,2
693,0.0,3,1,0.5,1,0,0,2
694,0.0,1,1,0.5,4,3,0,4
695,0.0,2,1,0.5,3,2,0,2
696,0.0,3,1,0.5,2,1,0,2
697,1.0,3,0,0.5,1,0,0,1
698,0.0,1,1,1.0,3,4,2,2
699,0.0,3,1,0.5,2,0,0,2
700,1.0,1,0,1.0,1,4,1,3
701,1.0,1,1,0.5,2,3,0,2
702,0.0,3,0,0.0,1,2,1,1
703,0.0,3,1,0.5,1,0,0,2
704,0.0,3,1,0.0,1,0,1,2
705,0.0,2,1,1.0,2,3,0,2
706,1.0,2,0,0.5,3,2,0,3
707,1.0,1,1,0.5,2,3,0,2
708,1.0,1,0,1.0,1,4,0,1
709,1.0,3,1,1.0,1,2,2,0
710,1.0,1,0,0.5,1,4,0,1
711,0.0,1,1,0.5,1,3,0,2
712,1.0,1,1,1.0,3,4,1,2
713,0.0,3,1,0.5,1,1,0,2
714,0.0,2,1,0.0,3,2,0,2
715,0.0,3,1,0.5,1,0,0,2
716,1.0,1,0,1.0,2,4,0,1
717,1.0,2,0,0.5,1,1,0,1
718,0.0,3,1,0.5,1,2,0,2
719,0.0,3,1,0.5,2,0,0,2
720,1.0,2,0,1.0,0,3,1,1
721,0.0,3,1,0.5,1,0,1,2
722,0.0,2,1,0.5,2,2,0,2
723,0.0,2,1,0.5,3,2,0,2
724,1.0,1,1,1.0,1,4,1,2
725,0.0,3,1,0.0,1,1,0,2
726,1.0,2,0,0.0,2,2,3,3
727,1.0,3,0,0.5,1,0,0,1
728,0.0,2,1,0.5,1,3,1,2
729,0.0,3,0,0.5,1,1,1,1
730,1.0,1,0,1.0,1,4,0,1
731,0.0,3,1,1.0,0,2,0,2
732,0.0,2,1,0.5,1,0,0,2
733,0.0,2,1,0.5,1,2,0,2
734,0.0,2,1,0.5,1,2,0,2
735,0.0,3,1,0.0,1,2,0,2
736,0.0,3,0,0.0,3,3,4,3
737,1.0,1,1,1.0,2,4,0,2
738,0.0,3,1,0.5,1,1,0,2
739,0.0,3,1,0.5,1,1,0,2
740,1.0,1,1,0.5,1,3,0,2
741,0.0,1,1,1.0,2,4,1,2
742,1.0,1,0,1.0,1,4,4,1
743,0.0,3,1,0.5,1,2,1,2
744,1.0,3,1,0.5,2,1,0,2
745,0.0,1,1,1.0,4,4,2,4
746,0.0,3,1,1.0,1,2,2,2
747,1.0,2,0,0.5,2,2,0,1
748,0.0,1,1,0.5,1,4,1,2
749,0.0,3,1,0.5,2,0,0,2
750,1.0,2,0,0.5,0,3,2,1
751,1.0,3,1,1.0,0,2,1,0
752,0.0,3,1,0.5,2,1,0,2
753,0.0,3,1,0.5,1,1,0,2
754,1.0,2,0,1.0,3,4,3,3
755,1.0,2,1,1.0,0,2,2,0
756,0.0,3,1,0.5,1,0,0,2
757,0.0,2,1,0.5,1,2,0,2
758,0.0,3,1,0.5,2,1,0,2
759,1.0,1,0,1.0,2,4,0,4
760,0.0,3,1,0.0,1,2,0,2
761,0.0,3,1,0.5,2,0,0,2
762,1.0,3,1,0.5,1,0,0,2
763,1.0,1,0,1.0,2,4,3,3
764,0.0,3,1,0.5,1,0,0,2
765,1.0,1,0,1.0,3,4,1,3
766,0.0,1,1,0.5,1,3,0,4
767,0.0,3,0,0.5,2,0,0,1
768,0.0,3,1,1.0,1,3,1,2
769,0.0,3,1,0.5,2,1,0,2
770,0.0,3,1,0.5,1,1,0,2
771,0.0,3,1,0.0,3,0,0,2
772,0.0,2,0,0.0,3,1,0,3
773,0.0,3,1,0.5,1,0,0,2
774,1.0,2,0,0.5,3,3,4,3
775,0.0,3,1,0.5,1,0,0,2
776,0.0,3,1,0.5,1,0,0,2
777,1.0,3,0,1.0,0,2,0,1
778,0.0,3,1,0.5,1,0,0,2
779,1.0,1,0,1.0,2,4,1,3
780,1.0,3,0,0.5,0,0,0,1
781,1.0,1,0,1.0,1,4,1,3
782,0.0,1,1,0.5,1,3,0,2
783,0.0,3,1,0.0,1,3,3,2
784,0.0,3,1,0.0,1,0,0,2
785,0.0,3,1,0.5,1,0,0,2
786,1.0,3,0,0.5,1,0,0,1
787,0.0,3,1,0.0,0,3,5,0
788,1.0,3,1,0.0,0,2,3,0
789,0.0,1,1,0.0,3,4,0,2
790,0.0,3,1,0.5,1,0,0,2
791,0.0,2,1,0.0,1,3,0,2
792,0.0,3,0,0.0,1,4,10,1
793,0.0,1,1,0.5,1,3,0,2
794,0.0,3,1,0.5,1,1,0,2
795,0.0,2,1,0.5,2,2,0,2
796,1.0,1,0,0.5,3,3,0,4
797,1.0,3,0,0.5,2,1,0,3
798,0.0,3,1,0.5,2,0,0,2
799,0.0,3,0,0.0,2,3,2,3
800,0.0,2,1,0.0,2,2,0,2
801,1.0,2,0,1.0,2,3,2,3
802,1.0,1,1,1.0,0,4,3,0
803,1.0,3,1,0.5,0,1,1,0
804,1.0,3,1,0.5,1,0,0,2
805,0.0,3,1,0.5,2,0,0,2
806,0.0,1,1,0.5,2,0,0,2
807,0.0,3,0,0.5,1,0,0,1
808,0.0,2,1,0.5,2,2,0,2
809,1.0,1,0,1.0,2,4,1,3
810,0.0,3,1,0.5,1,1,0,2
811,0.0,3,1,0.0,2,3,0,2
812,0.0,2,1,0.5,2,1,0,2
813,0.0,3,0,0.0,0,3,6,1
814,0.0,3,1,0.5,2,1,0,2
815,0.0,1,1,0.5,1,0,0,2
816,0.0,3,0,0.5,1,1,0,1
817,0.0,2,1,1.0,2,3,2,2
818,0.0,3,1,0.5,2,0,0,2
819,0.0,3,1,0.0,0,3,5,0
820,1.0,1,0,1.0,3,4,2,3
821,1.0,3,1,0.5,1,1,0,2
822,0.0,1,1,0.5,2,0,0,4
823,1.0,3,0,1.0,1,2,1,3
824,0.0,3,1,0.0,0,3,5,0
825,0.0,3,1,0.5,1,0,0,2
826,0.0,3,1,1.0,1,4,0,2
827,1.0,2,1,0.0,0,3,2,0
828,1.0,3,1,0.5,1,0,0,2
829,1.0,1,0,1.0,4,4,0,3
830,1.0,3,0,0.0,1,2,1,3
831,1.0,2,1,1.0,0,2,2,0
832,0.0,3,1,0.5,1,0,0,2
833,0.0,3,1,0.5,1,0,0,2
834,0.0,3,1,0.5,1,1,0,2
835,1.0,1,0,0.5,2,4,2,1
836,0.0,3,1,0.5,1,1,0,2
837,0.0,3,1,0.5,1,1,0,2
838,1.0,3,1,1.0,2,4,0,2
839,1.0,1,1,0.5,1,3,0,2
840,0.0,3,1,0.5,1,1,0,2
841,0.0,2,1,0.0,1,1,0,2
842,1.0,1,0,0.0,2,3,0,1
843,0.0,3,1,0.5,2,0,0,2
844,0.0,3,1,0.5,1,1,0,2
845,0.0,3,1,0.5,2,0,0,2
846,0.0,3,1,0.0,1,4,10,2
847,0.0,3,1,0.5,2,1,0,2
848,0.0,2,1,1.0,1,3,1,4
849,1.0,1,0,1.0,1,4,1,3
850,0.0,3,1,0.0,0,3,6,0
851,0.0,3,1,0.5,4,0,0,2
852,0.0,3,0,0.0,0,2,2,1
853,1.0,1,0,0.5,1,3,1,1
854,0.0,2,0,0.0,2,3,1,3
855,1.0,3,0,0.5,1,1,1,3
856,1.0,1,0,1.0,3,4,2,3
857,1.0,1,1,0.5,3,3,0,2
858,1.0,3,0,1.0,1,2,3,3
859,0.0,3,1,0.5,1,0,0,2
860,0.0,3,1,0.5,2,2,2,2
861,0.0,2,1,0.5,1,2,1,2
862,1.0,1,0,0.5,3,3,0,3
863,0.0,3,0,0.0,1,4,10,1
864,0.0,2,1,0.5,1,2,0,2
865,1.0,2,0,0.5,2,2,0,3
866,1.0,2,0,0.5,1,2,1,1
867,0.0,1,1,0.5,2,4,0,2
868,0.0,3,1,0.5,1,1,0,2
869,1.0,3,1,1.0,0,2,2,0
870,0.0,3,1,0.5,1,1,0,2
871,1.0,1,0,1.0,3,4,2,3
872,0.0,1,1,0.5,2,0,0,2
873,0.0,3,1,0.5,3,1,0,2
874,1.0,2,0,0.0,1,3,1,3
875,1.0,3,0,0.5,1,0,0,1
876,0.0,3,1,0.0,1,1,0,2
877,0.0,3,1,0.0,1,1,0,2
878,0.0,3,1,0.5,1,1,0,2
879,1.0,1,0,1.0,3,4,1,3
880,1.0,2,0,1.0,1,3,1,3
881,0.0,3,1,0.5,2,1,0,2
882,0.0,3,0,0.5,1,2,0,1
883,0.0,2,1,0.5,1,1,0,2
884,0.0,3,1,0.5,1,0,0,2
885,0.0,3,0,0.0,2,3,5,3
886,0.0,2,1,0.5,1,2,0,4
887,1.0,1,0,0.5,1,3,0,1
888,0.0,3,0,0.0,1,3,3,1
889,1.0,1,1,0.5,1,3,0,2
890,0.0,3,1,0.5,2,0,0,2
